[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=16 / layers=129  idx=49561 / solSize=50311
LAYER=97 / layers=129  idx=21970 / solSize=50311
LAYER=40 / layers=129  idx=45574 / solSize=50311
LAYER=58 / layers=129  idx=40321 / solSize=50311
LAYER=67 / layers=129  idx=36710 / solSize=50311
LAYER=96 / layers=129  idx=22415 / solSize=50311
LAYER=70 / layers=129  idx=35410 / solSize=50311
LAYER=84 / layers=129  idx=29269 / solSize=50311
LAYER=24 / layers=129  idx=48636 / solSize=50311
LAYER=124 / layers=129  idx=4344 / solSize=50311
LAYER=127 / layers=129  idx=2258 / solSize=50311
LAYER=95 / layers=129  idx=23178 / solSize=50311
LAYER=56 / layers=129  idx=40943 / solSize=50311
LAYER=93 / layers=129  idx=24401 / solSize=50311
LAYER=80 / layers=129  idx=31305 / solSize=50311
LAYER=71 / layers=129  idx=35105 / solSize=50311
LAYER=68 / layers=129  idx=36540 / solSize=50311
LAYER=118 / layers=129  idx=8479 / solSize=50311
LAYER=106 / layers=129  idx=16915 / solSize=50311
LAYER=120 / layers=129  idx=7171 / solSize=50311
LAYER=111 / layers=129  idx=13068 / solSize=50311
LAYER=120 / layers=129  idx=7316 / solSize=50311
LAYER=67 / layers=129  idx=36926 / solSize=50311
LAYER=83 / layers=129  idx=29528 / solSize=50311
LAYER=102 / layers=129  idx=19178 / solSize=50311
LAYER=63 / layers=129  idx=38322 / solSize=50311
[MESH] Max bdr attr: LAYER=35 / layers=129  idx=46666 / solSize=50311
LAYER=92 / layers=129  idx=24809 / solSize=50311
LAYER=124 / layers=129  idx=3815 / solSize=50311
LAYER=105 / layers=129  idx=17503 / solSize=50311
LAYER=113 / layers=129  idx=11804 / solSize=50311
LAYER=128 / layers=129  idx=1304 / solSize=50311
LAYER=129 / layers=1
129  idx=115 / solSize=50311
LAYER=103 / layers=129  idx=18671 / solSize=50311
LAYER=84 / layers=129  idx=29114 / solSize=  attr 150311
LAYER=93 / layers= : 380 bdr elements
[BC] ess_tdof_list size = 402
129  idx=24494 / solSize=50311
LAYER=94 / layers=129  idx=23908 / solSize=50311
LAYER=77 / layers=129  idx=32418 / solSize=50311
LAYER=59 / layers=129  idx=39805 / solSize=50311
LAYER=26 / layers=129  idx=48208 / solSize=50311
LAYER=34LAYER=64 / layers=129  idx= / layers=129  idx=38040 / solSize=4687350311 / solSize=50311

LAYER=103 / layers=129  idx=18503 / solSize=50311
LAYER=86 / layers=129  idx=28239 / solSize=50311
LAYER=122 / layers=LAYER=92 / layers=129  idx=129  idx=576225138 / solSize= / solSize=50311
50311
LAYER=115 / layers=129  idx=LAYER=8110449 / solSize=50311
LAYER=109 / layers=129  idx=14685 / solSize=50311
LAYER=109 / layers=129  idx=14822 / solSize=50311
LAYER=101 / layers=129  idx=19863 / solSize=50311
LAYER=119 / layers=129  idx=7781 / solSize=50311
LAYER=109 / layers=129  idx=14895 / solSize=50311
LAYER=47 / layers=129  idx=43636 / solSize=50311
LAYER=19 / layers=129  idx=49199 / solSize=50311
LAYER=113 / layers=129  idx=12320 / solSize=50311
LAYER=125 / layers=129  idx=3384 / solSize=50311
LAYER=120 / layers=129  idx=7354 / solSize=50311
LAYER=84 / layers=129  idx=29381 / solSize=50311
LAYER=111 / layers=129  idx=13047 / solSize=50311
LAYER=50 / layers=129  idx=42778 / solSize=50311
LAYER=127 / layers=129  idx=1809 / solSize=50311
LAYER=115 / layers=129  idx=10740 / solSize=50311
LAYER=83 / layers=129  idx=29621 / solSize=50311
LAYER=97 / layers=129  idx=21984 / solSize=50311
LAYER=81 / layers=129  idx=30460 / solSize=50311
LAYER=106 / layers=129  idx=16786 / solSize=50311
LAYER=121 / layers=129  idx=6569 / solSize=50311
LAYER=55 / layers=129  idx=41263 / solSize=50311
LAYER=101 / layers=129  idx=19479 / solSize=50311
LAYER=67 / layers=129  idx=36965 / solSize=50311
LAYER=122 / layers=129  idx=5855 / solSize=50311
LAYER=100 / layers=129  idx=20168 / solSize=50311
LAYER=115 / layers=129  idx=10301 / solSize=50311
LAYER=52 / layers=129  idx=42347 / solSize=50311
LAYER=123 / layers=129  idx=4800 / solSize=50311
LAYER=74 / layers=129  idx=33802 / solSize=50311
LAYER=74 / layers=129  idx=33909 / solSize=50311
LAYER=58 / layers=129  idx=40330 / solSize=50311
LAYER=76 / layers=129  idx=33196 / solSize=50311
LAYER=42 / layers=129  idx=44973 / solSize=50311
LAYER=99 / layers=129  idx=21009 / solSize=50311
LAYER=63 / layers=129  idx=38294 / solSize=50311
LAYER=56 / layers=129  idx=41043 / solSize=50311
LAYER=18 / layers=129  idx=49334 / solSize=50311
LAYER=116 / layers=129  idx=9715 / solSize=50311
LAYER=115 / layers=129  idx=10969 / solSize=50311
LAYER=91 / layers=129  idx=25366 / solSize=50311
LAYER=118 / layers=129  idx=8424 / solSize=50311
LAYER=100 / layers=129  idx=20153 / solSize=50311
LAYER=121 / layers=129  idx=6565 / solSize=50311
LAYER=57 / layers=129  idx=40504 / solSize=50311
LAYER=112 / layers=129  idx=12978 / solSize=50311
LAYER=99 / layers=129  idx=21125 / solSize=50311
LAYER=58 / layers=129  idx=40388 / solSize=50311
LAYER=125 / layers=129  idx=3675 / solSize=50311
LAYER=124 / layers=129  idx=4025 / solSize=50311
LAYER=50 / layers=129  idx=42899 / solSize=50311
LAYER=119 / layers=129  idx=7612 / solSize=50311
LAYER=70 / layers=129  idx=35446 / solSize=50311
LAYER=121 / layers=129  idx=6382 / solSize=50311
LAYER=81 / layers=129  idx=30756 / solSize=50311
LAYER=88 / layers=129  idx=27061 / solSize=50311
LAYER=43 / layers=129  idx=44742 / solSize=50311
LAYER=85 / layers=129  idx=28435 / solSize=50311
LAYER=80 / layers=129  idx=30888 / solSize=50311
LAYER=107 / layers=129  idx=15842 / solSize=50311
LAYER=98 / layers=129  idx=21470 / solSize=50311
LAYER=126 / layers=129  idx=2603 / solSize=50311
LAYER=102 / layers=129  idx=19039 / solSize=50311
LAYER=80 / layers=129  idx=31093 / solSize=50311
LAYER=19 / layers=129  idx=49206 / solSize=50311
LAYER=88 / layers=129  idx=27162 / solSize=50311
LAYER=93 / layers=129  idx=24286 / solSize=50311
LAYER=115 / layers=129  idx=10767 / solSize=50311
LAYER=99 / layers=129  idx=20921 / solSize=50311
LAYER=83 / layers=129  idx=29789 / solSize=50311
LAYER=80 / layers=129  idx=30912 / solSize=50311
LAYER=95 / layers=129  idx=22994 / solSize=50311
LAYER=72 / layers=129  idx=34707 / solSize=50311
LAYER=95 / layers=129  idx=23415 / solSize=50311
LAYER=121 / layers=129  idx=6208 / solSize=50311
LAYER=98 / layers=129  idx=21309 / solSize=50311
LAYER=63 / layers=129  idx=38552 / solSize=50311
LAYER=85 / layers=129  idx=28485 / solSize=50311
LAYER=77 / layers=129  idx=32609 / solSize=50311
LAYER=71 / layers=129  idx=35250 / solSize=50311
LAYER=95 / layers=129  idx=23359 / solSize=50311
LAYER=90 / layers=129  idx=25917 / solSize=50311
LAYER=116 / layers=129  idx=9879 / solSize=50311
LAYER=119 / layers=129  idx=8127 / solSize=50311
LAYER=59 / layers=129  idx=39972 / solSize=50311
LAYER=106 / layers=129  idx=16782 / solSize=50311
LAYER=122 / layers=129  idx=5583 / solSize=50311
LAYER=125 / layers=129  idx=3518 / solSize=50311
LAYER=93 / layers=129  idx=24578 / solSize=50311
LAYER=125 / layers=129  idx=3233 / solSize=50311
LAYER=92 / layers=129  idx=24912 / solSize=50311
LAYER=65 / layers=129  idx=37796 / solSize=50311
LAYER=110 / layers=129  idx=13987 / solSize=50311
LAYER=36 / layers=129  idx=46446 / solSize=50311
LAYER=112 / layers=129  idx=12655 / solSize=50311
LAYER=125 / layers=129  idx=3500 / solSize=50311
LAYER=101 / layers=129  idx=19472 / solSize=50311
LAYER=125 / layers=129  idx=3309 / solSize=50311
LAYER=77 / layers=129  idx=32712 / solSize=50311
LAYER=122 / layers=129  idx=5466 / solSize=50311
LAYER=112 / layers=129  idx=12369 / solSize=50311
LAYER=82 / layers=129  idx=30182 / solSize=50311
LAYER=86 / layers=129  idx=28299 / solSize=50311
LAYER=127 / layers=129  idx=1557 / solSize=50311
LAYER=96 / layers=129  idx=22378 / solSize=50311
LAYER=65 / layers=129  idx=37592 / solSize=50311
LAYER=125 / layers=129  idx=3765 / solSize=50311
LAYER=119 / layers=129  idx=8100 / solSize=50311
LAYER=41 / layers=129  idx=45362 / solSize=50311
LAYER=74 / layers=129  idx=33845 / solSize=50311
LAYER=105 / layers=129  idx=16944 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
 / layers=129  idx=30515 / solSize=50311
LAYER=114 / layers=129  idx=11150 / solSize=50311
LAYER=127 / layers=129  idx=2085 / solSize=50311
LAYER=101 / layers=129  idx=19810 / solSize=50311
LAYER=69 / layers=129  idx=35942 / solSize=50311
LAYER=60 / layers=129  idx=39355 / solSize=50311
LAYER=82 / layers=129  idx=30289 / solSize=50311
LAYER=91 / layers=129  idx=25234 / solSize=50311
LAYER=104 / layers=129  idx=17751 / solSize=50311
LAYER=123 / layers=129  idx=5058 / solSize=50311
LAYER=116 / layers=129  idx=9949 / solSize=50311
LAYER=95 / layers=129  idx=23039 / solSize=50311
LAYER=106 / layers=129  idx=16862 / solSize=50311
LAYER=96 / layers=129  idx=22387 / solSize=50311
LAYER=68 / layers=129  idx=36422 / solSize=50311
LAYER=76 / layers=129  idx=32940 / solSize=50311
LAYER=105 / layers=129  idx=17419 / solSize=50311
LAYER=88 / layers=129  idx=27327 / solSize=50311
LAYER=50 / layers=129  idx=42807 / solSize=50311
LAYER=25 / layers=129  idx=48392 / solSize=50311
LAYER=45 / layers=129  idx=44333 / solSize=50311
LAYER=106 / layers=129  idx=16885 / solSize=50311
LAYER=33 / layers=129  idx=47119 / solSize=50311
LAYER=106 / layers=129  idx=16597 / solSize=50311
LAYER=91 / layers=129  idx=25625 / solSize=50311
LAYER=84Update boundaries / layers=
129  idx=29150 / solSize=UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(50311
0LAYER=29 / layers=) V=129  idx=47757 / solSize=50311
LAYER=97 / layers=129  idx=22143 / solSize=50311
LAYER=90 / layers=129  idx=26047 / solSize=50311
LAYER=100 / layers=129  idx=20326 / solSize=50311
LAYER=85 / layers=129  idx=28882 / solSize=50311
LAYER=87 / layers=129  idx=27611 / solSize=50311
LAYER=107 / layers=129  idx=16252 / solSize=50311
LAYER=75 / layers=129  idx=33426 / solSize=50311
LAYER=49 / layers=129  idx=43031 / solSize=50311
LAYER=123 / layers=129  idx=4947 / solSize=50311
LAYER=106 / layers=129  idx=16710 / solSize=50311
LAYER=39 / layers=129  idx=45752 / solSize=50311
LAYER=127 / layers=129  idx=2291 / solSize=50311
LAYER=82 / layers=129  idx=30128 / solSize=50311
LAYER=86 / layers=129  idx=28144 / solSize=50311
LAYER=70 / layers=129  idx=35455 / solSize=50311
LAYER=75 / layers=129  idx=33578 / solSize=50311
LAYER=113 / layers=129  idx=11828 / solSize=50311
LAYER=105 / layers=129  idx=17519 / solSize=50311
LAYER=48 / layers=129  idx=43267 / solSize=50311
LAYER=117 / layers=129  idx=9394 / solSize=50311
LAYER=69 / layers=129  idx=35961 / solSize=50311
LAYER=62 / layers=129  idx=38631 / solSize=50311
LAYER=110 / layers=129  idx=13937 / solSize=50311
0LAYER=87 / layers=129  idx=27412 / solSize=50311 #verts=
LAYER=83 / layers=129  idx=29406 / solSize=50311
50
LAYER=71 / layers=129  idx=35007 / solSize=[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 50311
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=
LAYER=76 / layers=129  idx=32850 / solSize=50311
LAYER=112 / layers=129  idx=12700 / solSize=50311
LAYER=-0.229502 #verts=50
57[BC] solutionVector finite after write?  / layers=129  idx=40608 / solSize=50311
yesLAYER=58
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V= / layers=-1.11353 #verts=51129  idx=
40318 / solSize=50311
[BC] solutionVector finite after write? yes
LAYER=90 / layers=UPDATE VOLTAGE END 129  idx=26245 / solSize=50311

UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=LAYER=81 / layers=-0.156483129  idx= #verts=3064250
[BC] solutionVector finite after write? yes / solSize=
50311UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=
-0.466521LAYER= #verts=50
37[BC] solutionVector finite after write?  / layers=129  idx=46233 / solSize=yes
50311
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(LAYER=87 / layers=5129  idx=27508 / solSize=50311
) V=LAYER=-0.78312437 / layers= #verts=129  idx=46286 / solSize=50
50311
[BC] solutionVector finite after write? LAYER=yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(126 / layers=6129  idx=) V=2935 / solSize=1.22448 #verts=5150311

LAYER=[BC] solutionVector finite after write? 124 / layers=129  idx=4526 / solSize=50311
yesLAYER=92 / layers=129  idx=24661
 / solSize=50311
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=LAYER=105 / layers=0.426177129  idx=17428 / solSize=50311
 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=LAYER=50311
[RUN] solutionVector finite at entry? 116 / layers=yes
129  idx=9949 / solSize=50311
LAYER=110 / layers=129  idx=14023 / solSize=50311
LAYER=89 / layers=129  idx=26535 / solSize=50311
LAYER=84 / layers=129  idx=28983 / solSize=50311
LAYER=102 / layers=129  idx=19086 / solSize=50311
LAYER=101 / layers=129  idx=19563 / solSize=50311
LAYER=94 / layers=129  idx=23605 / solSize=50311
LAYER=111 / layers=129  idx=13261 / solSize=50311
LAYER=112 / layers=129  idx=12389 / solSize=50311
LAYER=95 / layers=129  idx=22950 / solSize=50311
LAYER=56 / layers=129  idx=41050 / solSize=50311
LAYER=116 / layers=129  idx=10219 / solSize=50311
LAYER=62 / layers=129  idx=38938 / solSize=50311
LAYER=75 / layers=129  idx=33296 / solSize=50311
LAYER=61 / layers=129  idx=39009 / solSize=50311
LAYER=120 / layers=129  idx=6862 / solSize=50311
LAYER=116 / layers=129  idx=10043 / solSize=50311
LAYER=112 / layers=129  idx=12646 / solSize=50311
LAYER=84 / layers=129  idx=29318 / solSize=50311
LAYER=106 / layers=129  idx=16338 / solSize=50311
LAYER=37 / layers=129  idx=46278 / solSize=50311
LAYER=99 / layers=129  idx=21175 / solSize=50311
LAYER=73 / layers=129  idx=34520 / solSize=50311
LAYER=97 / layers=129  idx=21937 / solSize=50311
LAYER=98 / layers=129  idx=21593 / solSize=50311
LAYER=123 / layers=129  idx=4717 / solSize=50311
LAYER=116 / layers=129  idx=9638 / solSize=50311
LAYER=101 / layers=129  idx=19760 / solSize=50311
LAYER=66 / layers=129  idx=37339 / solSize=50311
LAYER=88 / layers=129  idx=27263 / solSize=50311
LAYER=119 / layers=129  idx=7994 / solSize=50311
LAYER=55 / layers=129  idx=41337 / solSize=50311
LAYER=126 / layers=129  idx=2687 / solSize=50311
LAYER=86 / layers=129  idx=28291 / solSize=50311
LAYER=119 / layers=129  idx=7869 / solSize=50311
LAYER=122 / layers=129  idx=5626 / solSize=50311
LAYER=98 / layers=129  idx=21565 / solSize=50311
LAYER=127 / layers=129  idx=2040 / solSize=50311
LAYER=16 / layers=129  idx=49572 / solSize=50311
LAYER=110 / layers=129  idx=14159 / solSize=50311
LAYER=120 / layers=129  idx=7322 / solSize=50311
LAYER=76 / layers=129  idx=32902 / solSize=50311
LAYER=124 / layers=129  idx=3877 / solSize=50311
LAYER=34 / layers=129  idx=46817 / solSize=50311
LAYER=117 / layers=129  idx=9511 / solSize=50311
LAYER=118 / layers=129  idx=8283 / solSize=50311
LAYER=64 / layers=129  idx=37906 / solSize=50311
LAYER=117 / layers=129  idx=9359 / solSize=50311
LAYER=107 / layers=129  idx=16143 / solSize=50311
LAYER=106 / layers=129  idx=16440 / solSize=50311
LAYER=24 / layers=129  idx=48579 / solSize=50311
LAYER=108 / layers=129  idx=15613 / solSize=50311
LAYER=69 / layers=129  idx=36184 / solSize=50311
LAYER=104 / layers=129  idx=17562 / solSize=50311
LAYER=94 / layers=129  idx=23753 / solSize=50311
LAYER=39 / layers=129  idx=45755 / solSize=50311
LAYER=88 / layers=129  idx=27244 / solSize=50311
LAYER=107 / layers=129  idx=16069 / solSize=50311
LAYER=126 / layers=129  idx=3004 / solSize=50311
LAYER=96 / layers=129  idx=22595 / solSize=50311
LAYER=32 / layers=129  idx=47152 / solSize=50311
LAYER=105 / layers=129  idx=16991 / solSize=50311
LAYER=59 / layers=129  idx=39770 / solSize=50311
LAYER=71 / layers=129  idx=35083 / solSize=50311
LAYER=93 / layers=129  idx=24446 / solSize=50311
LAYER=96 / layers=129  idx=22687 / solSize=50311
LAYER=113 / layers=129  idx=11817 / solSize=50311
LAYER=97 / layers=129  idx=22180 / solSize=50311
LAYER=71 / layers=129  idx=35261 / solSize=50311
LAYER=88 / layers=129  idx=27334 / solSize=50311
LAYER=63 / layers=129  idx=38430 / solSize=50311
LAYER=102 / layers=129  idx=18868 / solSize=50311
LAYER=81 / layers=129  idx=30475 / solSize=50311
LAYER=119 / layers=129  idx=7474 / solSize=50311
LAYER=91 / layers=129  idx=25437 / solSize=50311
LAYER=40 / layers=129  idx=45625 / solSize=50311
LAYER=89 / layers=129  idx=26555 / solSize=50311
LAYER=106 / layers=129  idx=16448 / solSize=50311
LAYER=129 / layers=129  idx=84 / solSize=50311
LAYER=126 / layers=129  idx=2890 / solSize=50311
LAYER=93 / layers=129  idx=24385 / solSize=50311
LAYER=67 / layers=129  idx=36925 / solSize=50311
LAYER=23 / layers=129  idx=48673 / solSize=50311
LAYER=82 / layers=129  idx=30106 / solSize=50311
LAYER=105 / layers=129  idx=17164 / solSize=50311
LAYER=72 / layers=129  idx=34799 / solSize=50311
LAYER=76 / layers=129  idx=32983 / solSize=50311
LAYER=39 / layers=129  idx=45645 / solSize=50311
LAYER=88 / layers=129  idx=27317 / solSize=50311
LAYER=51 / layers=129  idx=42530 / solSize=50311
LAYER=104 / layers=129  idx=17619 / solSize=50311
LAYER=128 / layers=129  idx=1527 / solSize=50311
LAYER=115 / layers=129  idx=10485 / solSize=50311
LAYER=112 / layers=129  idx=12755 / solSize=50311
LAYER=65 / layers=129  idx=37501 / solSize=50311
LAYER=79 / layers=129  idx=31464 / solSize=50311
LAYER=126 / layers=129  idx=3043 / solSize=50311
LAYER=15 / layers=129  idx=49644 / solSize=50311
LAYER=128 / layers=129  idx=1066 / solSize=50311
LAYER=107 / layers=129  idx=16170 / solSize=50311
LAYER=97 / layers=129  idx=22139 / solSize=50311
LAYER=105 / layers=129  idx=17460 / solSize=50311
LAYER=13 / layers=129  idx=49769 / solSize=50311
LAYER=81 / layers=129  idx=30471 / solSize=50311
LAYER=116 / layers=129  idx=9901 / solSize=50311
LAYER=118 / layers=129  idx=8211 / solSize=50311
LAYER=120 / layers=129  idx=7323 / solSize=50311
LAYER=95 / layers=129  idx=23482 / solSize=50311
LAYER=127 / layers=129  idx=1901 / solSize=50311
LAYER=79 / layers=129  idx=31571 / solSize=50311
LAYER=115 / layers=129  idx=10322 / solSize=50311
LAYER=81 / layers=129  idx=30758 / solSize=50311
LAYER=101 / layers=129  idx=19931 / solSize=50311
LAYER=122 / layers=129  idx=6017 / solSize=50311
LAYER=63 / layers=129  idx=38418 / solSize=50311
LAYER=62 / layers=129  idx=38803 / solSize=50311
LAYER=98 / layers=129  idx=21625 / solSize=50311
LAYER=102 / layers=129  idx=19063 / solSize=50311
LAYER=86 / layers=129  idx=28133 / solSize=50311
LAYER=121 / layers=129  idx=6582 / solSize=50311
LAYER=104 / layers=129  idx=17600 / solSize=50311
LAYER=83 / layers=129  idx=29655 / solSize=50311
LAYER=44 / layers=129  idx=44542 / solSize=50311
LAYER=123 / layers=129  idx=5233 / solSize=50311
LAYER=126 / layers=129  idx=2324 / solSize=50311
LAYER=112 / layers=129  idx=12494 / solSize=50311
LAYER=31 / layers=129  idx=47373 / solSize=50311
LAYER=39 / layers=129  idx=45653 / solSize=50311
LAYER=98 / layers=129  idx=21448 / solSize=50311
LAYER=120 / layers=129  idx=7243 / solSize=50311
LAYER=47 / layers=129  idx=43561 / solSize=50311
LAYER=39 / layers=129  idx=45832 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=0.793202 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=-0.179469 #verts=51
