[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=10 / layers=129  idx=50003 / solSize=50311
LAYER=63 / layers=129  idx=38228 / solSize=50311
LAYER=100 / layers=129  idx=20387 / solSize=50311
LAYER=89 / layers=129  idx=26622 / solSize=50311
LAYER=125 / layers=129  idx=3344 / solSize=50311
LAYER=111 / layers=129  idx=13285 / solSize=50311
LAYER=89 / layers=129  idx=26395 / solSize=50311
LAYER=47 / layers=129  idx=43755 / solSize=50311
LAYER=74 / layers=129  idx=33854 / solSize=50311
LAYER=102 / layers=129  idx=19040 / solSize=50311
LAYER=58 / layers=129  idx=40385 / solSize=50311
LAYER=84 / layers=129  idx=29091 / solSize=50311
LAYER=90 / layers=129  idx=25934 / solSize=50311
LAYER=82 / layers=129  idx=30084 / solSize=50311
LAYER=104 / layers=129  idx=18036 / solSize=50311
LAYER=82 / layers=129  idx=30366 / solSize=50311
LAYER=51 / layers=129  idx=42433 / solSize=50311
LAYER=128 / layers=129  idx=859 / solSize=50311
LAYER=65 / layers=129  idx=37627 / solSize=50311
LAYER=128 / layers=129  idx=1443 / solSize=50311
LAYER=103 / layers=129  idx=18512 / solSize=50311
LAYER=94 / layers=129  idx=23726 / solSize=50311
LAYER=92 / layers=129  idx=24662 / solSize=50311
LAYER=84 / layers=129  idx=29088 / solSize=50311
LAYER=120 / layers=129  idx=7282 / solSize=50311
LAYER=106 / layers=129  idx=16399 / solSize=50311
LAYER=90 / layers=129  idx=25844 / solSize=50311
LAYER=42 / layers=129  idx=45140 / solSize=50311
LAYER=37 / layers=129  idx=46243 / solSize=50311
LAYER=94 / layers=129  idx=23619 / solSize=50311
LAYER=96 / layers=129  idx=22723 / solSize=50311
LAYER=117 / layers=129  idx=9396 / solSize=50311
LAYER=24 / layers=129  idx=48540 / solSize=50311
LAYER=129 / layers=129  idx=172 / solSize=50311
LAYER=111 / layers=129  idx=13580 / solSize=50311
LAYER=44 / layers=129  idx=44419 / solSize=50311
LAYER=43 / layers=129  idx=44728 / solSize=50311
LAYER=123 / layers=129  idx=4735 / solSize=50311
LAYER=111 / layers=129  idx=13021 / solSize=50311
LAYER=76 / layers=129  idx=32945 / solSize=50311
LAYER=92 / layers=129  idx=25039 / solSize=50311
LAYER=54 / layers=129  idx=41536 / solSize=50311
LAYER=125 / layers=129  idx=3220 / solSize=50311
LAYER=123 / layers=129  idx=5135 / solSize=50311
LAYER=83 / layers=129  idx=29486 / solSize=50311
LAYER=127 / layers=129  idx=2236 / solSize=50311
LAYER=87 / layers=129  idx=27685 / solSize=50311
LAYER=117 / layers=129  idx=9177 / solSize=50311
LAYER=115 / layers=129  idx=10503 / solSize=50311
LAYER=111 / layers=129  idx=13170 / solSize=50311
LAYER=26 / layers=129  idx=48294 / solSize=50311
LAYER=119 / layers=129  idx=7966 / solSize=50311
LAYER=128 / layers=129  idx=1224 / solSize=50311
LAYER=67 / layers=129  idx=37007 / solSize=50311
LAYER=110 / layers=129  idx=13918 / solSize=50311
LAYER=125 / layers=129  idx=3712 / solSize=50311
LAYER=79 / layers=129  idx=31522 / solSize=50311
LAYER=109 / layers=129  idx=14588 / solSize=50311
LAYER=110 / layers=129  idx=14106 / solSize=50311
LAYER=76 / layers=129  idx=32858 / solSize=50311
LAYER=93 / layers=129  idx=24090 / solSize=50311
LAYER=106 / layers=129  idx=16391 / solSize=50311
LAYER=102 / layers=129  idx=18845 / solSize=50311
LAYER=18 / layers=129  idx=49383 / solSize=50311
LAYER=101 / layers=129  idx=19554 / solSize=50311
LAYER=118 / layers=129  idx=8668 / solSize=50311
LAYER=81 / layers=129  idx=30499 / solSize=50311
LAYER=124 / layers=129  idx=4082 / solSize=50311
LAYER=86 / layers=129  idx=28336 / solSize=50311
LAYER=50 / layers=129  idx=42752 / solSize=50311
LAYER=39 / layers=129  idx=45727 / solSize=50311
LAYER=124 / layers=129  idx=3933 / solSize=50311
LAYER=15 / layers=129  idx=49621 / solSize=50311
LAYER=62 / layers=129  idx=38774 / solSize=50311
LAYER=71 / layers=129  idx=35292 / solSize=50311
LAYER=78 / layers=129  idx=31934 / solSize=50311
LAYER=43 / layers=129  idx=44692 / solSize=50311
LAYER=117 / layers=129  idx=9267 / solSize=50311
LAYER=47 / layers=129  idx=43744 / solSize=50311
LAYER=44 / layers=129  idx=44568 / solSize=50311
LAYER=122 / layers=129  idx=5847 / solSize=50311
LAYER=74 / layers=129  idx=33817 / solSize=50311
LAYER=59 / layers=129  idx=39899 / solSize=50311
LAYER=62 / layers=129  idx=38704 / solSize=50311
LAYER=113 / layers=129  idx=11777 / solSize=50311
LAYER=108 / layers=129  idx=15392 / solSize=50311
LAYER=39 / layers=129  idx=45652 / solSize=50311
LAYER=26 / layers=129  idx=48218 / solSize=50311
LAYER=40 / layers=129  idx=45572 / solSize=50311
LAYER=56 / layers=129  idx=40856 / solSize=50311
LAYER=86 / layers=129  idx=28213 / solSize=50311
LAYER=32 / layers=129  idx=47155 / solSize=50311
LAYER=113 / layers=129  idx=11966 / solSize=50311
LAYER=104 / layers=129  idx=17627 / solSize=50311
LAYER=118 / layers=129  idx=8531 / solSize=50311
LAYER=49 / layers=129  idx=43165 / solSize=50311
LAYER=87 / layers=129  idx=27665 / solSize=50311
LAYER=105 / layers=129  idx=16929 / solSize=50311
LAYER=89 / layers=129  idx=26656 / solSize=50311
LAYER=93 / layers=129  idx=24136 / solSize=50311
LAYER=92 / layers=129  idx=24671 / solSize=50311
LAYER=126 / layers=129  idx=2948 / solSize=50311
LAYER=125 / layers=129  idx=3538 / solSize=50311
LAYER=57 / layers=129  idx=40417 / solSize=50311
LAYER=63 / layers=129  idx=38220 / solSize=50311
LAYER=115 / layers=129  idx=10321 / solSize=50311
LAYER=52 / layers=129  idx=42204 / solSize=50311
LAYER=47 / layers=129  idx=43552 / solSize=50311
LAYER=124 / layers=129  idx=4296 / solSize=50311
LAYER=91 / layers=129  idx=25389 / solSize=50311
LAYER=126 / layers=129  idx=2413 / solSize=50311
LAYER=84 / layers=129  idx=28910 / solSize=50311
LAYER=63 / layers=129  idx=38241 / solSize=50311
LAYER=105 / layers=129  idx=17200 / solSize=50311
LAYER=123 / layers=129  idx=4676 / solSize=50311
LAYER=66 / layers=129  idx=37119 / solSize=50311
LAYER=126 / layers=129  idx=2428 / solSize=50311
LAYER=113 / layers=129  idx=12337 / solSize=50311
LAYER=111 / layers=129  idx=13299 / solSize=50311
LAYER=100 / layers=129  idx=20198 / solSize=50311
LAYER=85 / layers=129  idx=28395 / solSize=50311
LAYER=109 / layers=129  idx=14381 / solSize=50311
LAYER=127 / layers=129  idx=1555 / solSize=50311
LAYER=69 / layers=129  idx=36011 / solSize=50311
LAYER=93 / layers=129  idx=24165 / solSize=50311
LAYER=50 / layers=129  idx=42696 / solSize=50311
LAYER=118 / layers=129  idx=8205 / solSize=50311
LAYER=43 / layers=129  idx=44720 / solSize=50311
LAYER=62 / layers=129  idx=38955 / solSize=50311
LAYER=97 / layers=129  idx=22027 / solSize=50311
LAYER=116 / layers=129  idx=9794 / solSize=50311
LAYER=116 / layers=129  idx=9664 / solSize=50311
LAYER=12 / layers=129  idx=49902 / solSize=50311
LAYER=84 / layers=129  idx=29157 / solSize=50311
LAYER=82 / layers=129  idx=30149 / solSize=50311
LAYER=79 / layers=129  idx=31537 / solSize=50311
LAYER=68 / layers=129  idx=36385 / solSize=50311
LAYER=95 / layers=129  idx=22991 / solSize=50311
LAYER=129 / layers=129  idx=578 / solSize=50311
LAYER=96 / layers=129  idx=22515 / solSize=50311
LAYER=96 / layers=129  idx=22664 / solSize=50311
LAYER=63 / layers=129  idx=38514 / solSize=50311
LAYER=91 / layers=129  idx=25604 / solSize=50311
LAYER=91 / layers=129  idx=25282 / solSize=50311
LAYER=109 / layers=129  idx=14416 / solSize=50311
LAYER=39 / layers=129  idx=45776 / solSize=50311
LAYER=82 / layers=129  idx=30130 / solSize=50311
LAYER=108 / layers=129  idx=15053 / solSize=50311
LAYER=45 / layers=129  idx=44242 / solSize=50311
LAYER=129 / layers=129  idx=608 / solSize=50311
LAYER=63 / layers=129  idx=38387 / solSize=50311
LAYER=39 / layers=129  idx=45640 / solSize=50311
LAYER=120 / layers=129  idx=7041 / solSize=50311
LAYER=82 / layers=129  idx=30117 / solSize=50311
LAYER=70 / layers=129  idx=35788 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=-1.03389 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=-1.27841 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=-1.35821 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=0.668404 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=-1.4775 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(6) V=-0.614997 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=1.30853 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
[RUN] solutionVector finite at entry? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=113 / layers=129  idx=12258 / solSize=50311
LAYER=50 / layers=129  idx=42835 / solSize=50311
LAYER=119 / layers=129  idx=7550 / solSize=50311
LAYER=122 / layers=129  idx=5319 / solSize=50311
LAYER=56 / layers=129  idx=41015 / solSize=50311
LAYER=42 / layers=129  idx=44990 / solSize=50311
LAYER=64 / layers=129  idx=38154 / solSize=50311
LAYER=83 / layers=129  idx=29873 / solSize=50311
LAYER=110 / layers=129  idx=14176 / solSize=50311
LAYER=71 / layers=129  idx=35293 / solSize=50311
LAYER=50 / layers=129  idx=42861 / solSize=50311
LAYER=113 / layers=129  idx=11974 / solSize=50311
LAYER=96 / layers=129  idx=22804 / solSize=50311
LAYER=101 / layers=129  idx=19522 / solSize=50311
LAYER=64 / layers=129  idx=37976 / solSize=50311
LAYER=94 / layers=129  idx=24077 / solSize=50311
LAYER=116 / layers=129  idx=10284 / solSize=50311
LAYER=62 / layers=129  idx=38655 / solSize=50311
LAYER=66 / layers=129  idx=37251 / solSize=50311
LAYER=58 / layers=129  idx=40247 / solSize=50311
LAYER=118 / layers=129  idx=8380 / solSize=50311
LAYER=127 / layers=129  idx=1769 / solSize=50311
LAYER=116 / layers=129  idx=10260 / solSize=50311
LAYER=123 / layers=129  idx=4694 / solSize=50311
LAYER=127 / layers=129  idx=1816 / solSize=50311
LAYER=125 / layers=129  idx=3551 / solSize=50311
LAYER=80 / layers=129  idx=31211 / solSize=50311
LAYER=121 / layers=129  idx=6387 / solSize=50311
LAYER=123 / layers=129  idx=4930 / solSize=50311
LAYER=117 / layers=129  idx=8929 / solSize=50311
LAYER=42 / layers=129  idx=45091 / solSize=50311
LAYER=82 / layers=129  idx=30167 / solSize=50311
LAYER=78 / layers=129  idx=31961 / solSize=50311
LAYER=123 / layers=129  idx=4706 / solSize=50311
LAYER=53 / layers=129  idx=41931 / solSize=50311
LAYER=108 / layers=129  idx=15005 / solSize=50311
LAYER=96 / layers=129  idx=22439 / solSize=50311
LAYER=81 / layers=129  idx=30825 / solSize=50311
LAYER=117 / layers=129  idx=9457 / solSize=50311
LAYER=57 / layers=129  idx=40594 / solSize=50311
LAYER=21 / layers=129  idx=48934 / solSize=50311
LAYER=75 / layers=129  idx=33316 / solSize=50311
LAYER=121 / layers=129  idx=6064 / solSize=50311
LAYER=77 / layers=129  idx=32603 / solSize=50311
LAYER=76 / layers=129  idx=32991 / solSize=50311
LAYER=96 / layers=129  idx=22901 / solSize=50311
LAYER=97 / layers=129  idx=22001 / solSize=50311
LAYER=113 / layers=129  idx=11925 / solSize=50311
LAYER=106 / layers=129  idx=16407 / solSize=50311
LAYER=80 / layers=129  idx=31342 / solSize=50311
LAYER=118 / layers=129  idx=8279 / solSize=50311
LAYER=107 / layers=129  idx=16045 / solSize=50311
LAYER=101 / layers=129  idx=19593 / solSize=50311
LAYER=106 / layers=129  idx=16644 / solSize=50311
LAYER=54 / layers=129  idx=41558 / solSize=50311
LAYER=62 / layers=129  idx=38729 / solSize=50311
LAYER=53 / layers=129  idx=41982 / solSize=50311
LAYER=87 / layers=129  idx=27712 / solSize=50311
LAYER=84 / layers=129  idx=28982 / solSize=50311
LAYER=98 / layers=129  idx=21257 / solSize=50311
LAYER=118 / layers=129  idx=8198 / solSize=50311
LAYER=94 / layers=129  idx=23883 / solSize=50311
LAYER=95 / layers=129  idx=23143 / solSize=50311
LAYER=95 / layers=129  idx=23406 / solSize=50311
LAYER=98 / layers=129  idx=21404 / solSize=50311
LAYER=79 / layers=129  idx=31654 / solSize=50311
LAYER=102 / layers=129  idx=18821 / solSize=50311
LAYER=110 / layers=129  idx=13700 / solSize=50311
LAYER=127 / layers=129  idx=1809 / solSize=50311
LAYER=127 / layers=129  idx=2215 / solSize=50311
LAYER=126 / layers=129  idx=2409 / solSize=50311
LAYER=123 / layers=129  idx=4582 / solSize=50311
LAYER=65 / layers=129  idx=37568 / solSize=50311
LAYER=18 / layers=129  idx=49346 / solSize=50311
LAYER=116 / layers=129  idx=10130 / solSize=50311
LAYER=128 / layers=129  idx=1164 / solSize=50311
LAYER=95 / layers=129  idx=23335 / solSize=50311
LAYER=114 / layers=129  idx=11590 / solSize=50311
LAYER=108 / layers=129  idx=15014 / solSize=50311
LAYER=51 / layers=129  idx=42398 / solSize=50311
LAYER=80 / layers=129  idx=31348 / solSize=50311
LAYER=107 / layers=129  idx=16072 / solSize=50311
LAYER=91 / layers=129  idx=25459 / solSize=50311
LAYER=79 / layers=129  idx=31550 / solSize=50311
LAYER=94 / layers=129  idx=23794 / solSize=50311
LAYER=98 / layers=129  idx=21246 / solSize=50311
LAYER=123 / layers=129  idx=4645 / solSize=50311
LAYER=117 / layers=129  idx=9377 / solSize=50311
LAYER=55 / layers=129  idx=41303 / solSize=50311
LAYER=120 / layers=129  idx=6777 / solSize=50311
LAYER=85 / layers=129  idx=28488 / solSize=50311
LAYER=98 / layers=129  idx=21349 / solSize=50311
LAYER=96 / layers=129  idx=22642 / solSize=50311
LAYER=60 / layers=129  idx=39397 / solSize=50311
LAYER=89 / layers=129  idx=26370 / solSize=50311
LAYER=44 / layers=129  idx=44491 / solSize=50311
LAYER=20 / layers=129  idx=49152 / solSize=50311
LAYER=116 / layers=129  idx=9865 / solSize=50311
LAYER=78 / layers=129  idx=32050 / solSize=50311
LAYER=24 / layers=129  idx=48602 / solSize=50311
LAYER=42 / layers=129  idx=45117 / solSize=50311
LAYER=88 / layers=129  idx=26953 / solSize=50311
LAYER=68 / layers=129  idx=36380 / solSize=50311
LAYER=16 / layers=129  idx=49526 / solSize=50311
LAYER=55 / layers=129  idx=41338 / solSize=50311
LAYER=53 / layers=129  idx=41960 / solSize=50311
LAYER=57 / layers=129  idx=40428 / solSize=50311
LAYER=84 / layers=129  idx=29080 / solSize=50311
LAYER=116 / layers=129  idx=9613 / solSize=50311
LAYER=118 / layers=129  idx=8327 / solSize=50311
LAYER=93 / layers=129  idx=24208 / solSize=50311
LAYER=84 / layers=129  idx=29260 / solSize=50311
LAYER=33 / layers=129  idx=47016 / solSize=50311
LAYER=92 / layers=129  idx=24993 / solSize=50311
LAYER=73 / layers=129  idx=34234 / solSize=50311
LAYER=122 / layers=129  idx=5792 / solSize=50311
LAYER=113 / layers=129  idx=11666 / solSize=50311
LAYER=113 / layers=129  idx=12307 / solSize=50311
LAYER=57 / layers=129  idx=40729 / solSize=50311
LAYER=108 / layers=129  idx=15024 / solSize=50311
LAYER=82 / layers=129  idx=30174 / solSize=50311
LAYER=98 / layers=129  idx=21229 / solSize=50311
LAYER=91 / layers=129  idx=25701 / solSize=50311
LAYER=56 / layers=129  idx=41035 / solSize=50311
LAYER=53 / layers=129  idx=41875 / solSize=50311
LAYER=126 / layers=129  idx=2446 / solSize=50311
LAYER=87 / layers=129  idx=27404 / solSize=50311
LAYER=84 / layers=129  idx=29236 / solSize=50311
LAYER=119 / layers=129  idx=7970 / solSize=50311
LAYER=117 / layers=129  idx=9017 / solSize=50311
LAYER=115 / layers=129  idx=10567 / solSize=50311
LAYER=94 / layers=129  idx=23570 / solSize=50311
LAYER=58 / layers=129  idx=40120 / solSize=50311
LAYER=82 / layers=129  idx=30220 / solSize=50311
LAYER=119 / layers=129  idx=7752 / solSize=50311
LAYER=85 / layers=129  idx=28634 / solSize=50311
LAYER=57 / layers=129  idx=40591 / solSize=50311
LAYER=91 / layers=129  idx=25552 / solSize=50311
LAYER=115 / layers=129  idx=10687 / solSize=50311
LAYER=118 / layers=129  idx=8513 / solSize=50311
LAYER=121 / layers=129  idx=6177 / solSize=50311
LAYER=77 / layers=129  idx=32646 / solSize=50311
LAYER=42 / layers=129  idx=44954 / solSize=50311
LAYER=124 / layers=129  idx=4029 / solSize=50311
LAYER=101 / layers=129  idx=19828 / solSize=50311
LAYER=93 / layers=129  idx=24094 / solSize=50311
LAYER=101 / layers=129  idx=19561 / solSize=50311
LAYER=23 / layers=129  idx=48686 / solSize=50311
LAYER=63 / layers=129  idx=38335 / solSize=50311
LAYER=26 / layers=129  idx=48300 / solSize=50311
LAYER=128 / layers=129  idx=908 / solSize=50311
LAYER=11 / layers=129  idx=49940 / solSize=50311
LAYER=55 / layers=129  idx=41112 / solSize=50311
LAYER=94 / layers=129  idx=23606 / solSize=50311
LAYER=118 / layers=129  idx=8335 / solSize=50311
LAYER=125 / layers=129  idx=3099 / solSize=50311
LAYER=127 / layers=129  idx=1800 / solSize=50311
LAYER=68 / layers=129  idx=36518 / solSize=50311
LAYER=93 / layers=129  idx=24581 / solSize=50311
LAYER=103 / layers=129  idx=18337 / solSize=50311
LAYER=73 / layers=129  idx=34191 / solSize=50311
LAYER=85 / layers=129  idx=28431 / solSize=50311
LAYER=113 / layers=129  idx=12318 / solSize=50311
LAYER=89 / layers=129  idx=26465 / solSize=50311
LAYER=99 / layers=129  idx=21013 / solSize=50311
LAYER=27 / layers=129  idx=48065 / solSize=50311
LAYER=91 / layers=129  idx=25568 / solSize=50311
LAYER=46 / layers=129  idx=43897 / solSize=50311
LAYER=94 / layers=129  idx=23791 / solSize=50311
LAYER=100 / layers=129  idx=20185 / solSize=50311
LAYER=64 / layers=129  idx=38144 / solSize=50311
LAYER=95 / layers=129  idx=23289 / solSize=50311
LAYER=25 / layers=129  idx=48399 / solSize=50311
LAYER=87 / layers=129  idx=27400 / solSize=50311
LAYER=24 / layers=129  idx=48564 / solSize=50311
LAYER=113 / layers=129  idx=11989 / solSize=50311
LAYER=128 / layers=129  idx=1358 / solSize=50311
LAYER=122 / layers=129  idx=5521 / solSize=50311
LAYER=125 / layers=129  idx=3071 / solSize=50311
LAYER=121 / layers=129  idx=6145 / solSize=50311
LAYER=120 / layers=129  idx=7083 / solSize=50311
LAYER=68 / layers=129  idx=36566 / solSize=50311
LAYER=103 / layers=129  idx=18385 / solSize=50311
LAYER=68 / layers=129  idx=36457 / solSize=50311
LAYER=107 / layers=129  idx=16077 / solSize=50311
LAYER=47 / layers=129  idx=43614 / solSize=50311
LAYER=121 / layers=129  idx=6344 / solSize=50311
LAYER=81 / layers=129  idx=30401 / solSize=50311
LAYER=46 / layers=129  idx=43994 / solSize=50311
LAYER=80 / layers=129  idx=31276 / solSize=50311
LAYER=36 / layers=129  idx=46443 / solSize=50311
LAYER=81 / layers=129  idx=30684 / solSize=50311
LAYER=112 / layers=129  idx=12369 / solSize=50311
LAYER=54 / layers=129  idx=41714 / solSize=50311
LAYER=91 / layers=129  idx=25493 / solSize=50311
LAYER=127 / layers=129  idx=1715 / solSize=50311
LAYER=48 / layers=129  idx=43461 / solSize=50311
LAYER=81 / layers=129  idx=30494 / solSize=50311
LAYER=113 / layers=129  idx=12057 / solSize=50311
LAYER=48 / layers=129  idx=43421 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=-0.8566 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=0.901759 #verts=51
[BC] solutionVector finite after write? yes
